URL,ETAG,LAST_MODIFY,DST
https://raw.githubusercontent.com/yoshiki/yaml-mode/master/yaml-mode.el,"d607e6398d9ca5a11ba8c14eef968047ffb368ec163c7c1db8e80757e5f38c71",1577540812,
https://www.emacswiki.org/emacs/download/column-marker.el,1544152635,2544248977,
https://raw.githubusercontent.com/dkogan/xcscope.el/master/xcscope.el,"cd90968f1bed6e63b29983d457a870f2324ade32e0e00ad0abfde19ff46e1857",1572073417,
https://raw.githubusercontent.com/ejmr/php-mode/master/php-mode.el,"a339e17f9af068b1874990033b6d536793bd661d",1744248981,
https://raw.githubusercontent.com/ejmr/php-mode/master/php-project.el,"eb9a50ef8fc37ef210755c1fdd3e745f3a7b407c",1744248977,
https://raw.githubusercontent.com/defunkt/markdown-mode/master/markdown-mode.el,"3e0f4ba2892767d467c6ae9aba49b50903580608",1744249008,
